Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,INF109KC10W0,EQ,MIDSELIETF.NS,MIDSELIETF,MIDSELIETF,539980.0
MIDSMALL,MIRAEAMC - MIDSMALL,INF769K01LJ8,EQ,MIDSMALL.NS,MIDSMALL,MIDSMALL,544180.0
MIDWESTIRN,MIDWEST IRON & STEEL CO L,INE195001016,EQ,MIDWESTIRN.NS,MIDWESTIRN,,
MIEL,MANGLAM INFRA & ENG LTD,INE0R3101011,SM,MIEL.NS,MIEL,,
MILTON,MILTON INDUSTRIES LIMITED,INE376Y01016,SM,MILTON.NS,MILTON,,
MILTONPLAS,MILTONPLAS,INE343A01016,BE,MILTONPLAS.NS,MILTONPLAS,MPL,526143.0
MINDACORP,MINDA CORPORATION LTD,INE842C01021,BE,MINDACORP.NS,MINDACORP,MINDACORP,538962.0
MINDPOOL,MINDPOOL TECHNOLOGIES LTD,INE00RQ01019,SM,MINDPOOL.NS,MINDPOOL,,
MINDTECK,MINDTECK (INDIA) LIMITED,INE110B01017,BE,MINDTECK.NS,MINDTECK,MINDTECK,517344.0
MINDTREE,MINDTREE LIMITED,INE018I01017,BE,MINDTREE.NS,MINDTREE,,
MIRCELECTR,MIRCELECTR-DEPO,INE831A01028,BE,MIRCELECTR.NS,MIRCELECTR,MIRCELECTR,500279.0
MIRZAINT,MIRZA INTERNATIONAL LIMIT,INE771A01026,BE,MIRZAINT.NS,MIRZAINT,MIRZAINT,526642.0
MITCON,MITCON CON & ENG SER LTD,INE828O01033,BE,MITCON.NS,MITCON,,
MITTAL,MITTAL LIFE STYLE LIMITED,INE997Y01027,BE,MITTAL.NS,MITTAL,,
MITTAL,MITTAL LIFE STYLE LIMITED,INE997Y01019,SM,MITTAL.NS,MITTAL,,
MITTAL-RE1,MITTAL LIFE STYLE LTD,INE997Y20027,BE,MITTAL-RE1.NS,MITTAL-RE1,,
MKPL,M K PROTEINS LIMITED,INE964W01021,BE,MKPL.NS,MKPL,MKPL,543919.0
MKPL,M K PROTEINS LIMITED,INE964W01013,SM,MKPL.NS,MKPL,,
MM,M&M - DEP RS,INE101A01026,BE,MM.NS,M&M,M&M,500520.0
MMEL,MOVING MEDIA ENTER LTD,INE0XM301010,SM,MMEL.NS,MMEL,,
MMFIN,M&M FIN. SERVICES LTD,INE774D01024,BE,MMFIN.NS,M&MFIN,M&MFIN,532720.0
MMFIN-RE1,MAHINDRA & MAHINDRA RE,INE774D20024,BE,MMFIN-RE1.NS,M&MFIN-RE1,,
MMFL,MM FORGINGS LTD,INE227C01017,BE,MMFL.NS,MMFL,MMFL,522241.0
MMP,MMP INDUSTRIES LIMITED,INE511Y01018,BE,MMP.NS,MMP,,
MMTC,MMTC LIMITED,INE123F01029,BE,MMTC.NS,MMTC,MMTC,513377.0
MNC,KOTAKMAMC - KOTAKMNC,INF174KA1JF2,EQ,MNC.NS,MNC,,
MOALPHA50,MOTILALAMC - MOALPHA50,INF247L01FR8,EQ,MOALPHA50.NS,MOALPHA50,,
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,INE0HLU01028,BE,MOBIKWIK.NS,MOBIKWIK,MOBIKWIK,544305.0
MOCAPITAL,MOTILALAMC - MOCAPITAL,INF247L01EV3,EQ,MOCAPITAL.NS,MOCAPITAL,,
MODEFENCE,MOTILALAMC - MODEFENCE,INF247L01DJ0,EQ,MODEFENCE.NS,MODEFENCE,,
MODERNDENM,MODERN DENIM LTD,INE197201010,EQ,MODERNDENM.NS,MODERNDENM,,
MODERNMAL,MODERN MALLEABLE LTD,INE197401016,EQ,MODERNMAL.NS,MODERNMAL,,
MODERNWOOL,MODERN TERRY TOWELS LTD,INE198001013,EQ,MODERNWOOL.NS,MODERNWOOL,,
MODIALKALI,MODI ALKALIES & CHEM LTD.,INE198101011,EQ,MODIALKALI.NS,MODIALKALI,,
MODINSULAT,MODERN INSULATORS LTD,INE197301018,EQ,MODINSULAT.NS,MODINSULAT,,
MODIOLIVET,MODI OLIVETTI LTD,INE198801016,EQ,MODIOLIVET.NS,MODIOLIVET,,
MODIPON,MODIPON LTD,INE199401014,EQ,MODIPON.NS,MODIPON,,
MODIRUBBER,MODI RUBBER LTD,INE832A01018,BE,MODIRUBBER.NS,MODIRUBBER,MODIRUBBER,500890.0
MODISONLTD,MODISON LIMITED,INE737D01021,BE,MODISONLTD.NS,MODISONLTD,MODISONLTD,506261.0
MODITHREAD,MODI TELEFIBERS LTD,INE199201018,EQ,MODITHREAD.NS,MODITHREAD,,
MODRNSYNTX,MODERN SYNTEX (INDIA) LTD,INE197801017,EQ,MODRNSYNTX.NS,MODRNSYNTX,,
MODTHREAD,MODERN THREADS INDIA LTD,INE794W01014,BE,MODTHREAD.NS,MODTHREAD,MODTHREAD,500282.0
MOGOLD,MOTILALAMC - MOGOLD,INF247L01FY4,EQ,MOGOLD.NS,MOGOLD,,
MOGSEC,MOTILALAMC - G5,INF247L01AK4,EQ,MOGSEC.NS,MOGSEC,MOGSEC,543250.0
MOHEALTH,MOTILALAMC - MOHEALTH,INF247L01BB1,EQ,MOHEALTH.NS,MOHEALTH,MOHEALTH,543563.0
MOHITIND,MOHIT INDUSTRIES LTD,INE954E01012,BE,MOHITIND.NS,MOHITIND,MOHITIND,531453.0
MOHOTAIND,MOHOTA INDUSTRIES LIMITED,INE313D01013,BE,MOHOTAIND.NS,MOHOTAIND,,
MOIL,MOIL LIMITED,INE490G01020,BE,MOIL.NS,MOIL,MOIL,533286.0
MOINFRA,MOTILALAMC - MOINFRA,INF247L01FL1,EQ,MOINFRA.NS,MOINFRA,,
MOKSH,MOKSH ORNAMENTS LIMITED,INE514Y01020,BE,MOKSH.NS,MOKSH,,
MOKSH,MOKSH ORNAMENTS LIMITED,INE514Y01012,SM,MOKSH.NS,MOKSH,,
MOL,MEGHMANI ORGANICS LIMITED,INE0CT101020,BE,MOL.NS,MOL,MOL,543331.0
MOLDPLAST,MOLD-TEK PLASTICS LTD,INE200001019,EQ,MOLDPLAST.NS,MOLDPLAST,,
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,INE835B01035,BE,MOLDTECH.NS,MOLDTECH,MOLDTECH,526263.0
MOLDTKPAC,MOLD-TEK PACKAGING LTD,INE893J01029,BE,MOLDTKPAC.NS,MOLDTKPAC,MOLDTKPAC,533080.0
MOLOWVOL,MOTILALAMC - MOLOWVOL,INF247L01BL0,EQ,MOLOWVOL.NS,MOLOWVOL,MOLOWVOL,543501.0
MOM100,MOTILAL OS MIDCAP100 ETF,INF247L01023,EQ,MOM100.NS,MOM100,MOM100,536960.0
MOM30IETF,ICICIPRAMC - ICICIMOM30,INF109KC17C7,EQ,MOM30IETF.NS,MOM30IETF,MOM30IETF,543568.0
MOM50,MOTILAL OSWAL M50 ETF,INF247L01536,EQ,MOM50.NS,MOM50,MOM50,590115.0
MOMENTUM,BIRLASLAMC - MOMENTUM,INF209KB14K7,EQ,MOMENTUM.NS,MOMENTUM,MOMENTUM,543575.0
MOMENTUM50,MOTILALAMC - MOMENTUM50,INF247L01DK8,EQ,MOMENTUM50.NS,MOMENTUM50,,
MOMGF,MOTILALAMC - MOMGF,INF247L01FK3,EQ,MOMGF.NS,MOMGF,,
MOMIDMTM,MOTILALAMC - MOMIDMTM,INF247L01FQ0,EQ,MOMIDMTM.NS,MOMIDMTM,,
MOMOMENTUM,MOTILALAMC - MOMOMENTUM,INF247L01BK2,EQ,MOMOMENTUM.NS,MOMOMENTUM,MOMOMENTUM,543465.0
MON100,MOTILAL OS NASDAQ100 ETF,INF247L01AP3,EQ,MON100.NS,MON100,MON100,533385.0
MON50EQUAL,MOTILALAMC - MON50EQUAL,INF247L01FC0,EQ,MON50EQUAL.NS,MON50EQUAL,,
MONARCH,MONARCH NETWORTH CAP LTD,INE903D01011,BE,MONARCH.NS,MONARCH,MONARCH,511551.0
MONEXT50,MOTILALAMC - MONEXT50,INF247L01FD8,EQ,MONEXT50.NS,MONEXT50,,
MONICAELEC,MONICA ELECTRONICS LTD,INE200501018,EQ,MONICAELEC.NS,MONICAELEC,,
MONIFTY500,MOTILALAMC - MONIFTY500,INF247L01BU1,EQ,MONIFTY500.NS,MONIFTY500,,
MONNETISPA,MONNET ISPAT & ENERGY LTD,INE743C01013,BE,MONNETISPA.NS,MONNETISPA,,
MONOLITH,MONOLITHISCH INDIA LTD,INE1DV401010,SM,MONOLITH.NS,MONOLITH,,
MONOPHARMA,MONO PHARMACARE LIMITED,INE0OIP01012,SM,MONOPHARMA.NS,MONOPHARMA,,
MONQ50,MOTILALAMC - MONQ50,INF247L01AU3,EQ,MONQ50.NS,MONQ50,MONQ50,543437.0
MONTARIND,MONTARI INDUSTRIES LTD,INE201201014,EQ,MONTARIND.NS,MONTARIND,,
MONTECARLO,MONTE CARLO FASHIONS LTD.,INE950M01013,BE,MONTECARLO.NS,MONTECARLO,MONTECARLO,538836.0
MOPSE,MOTILALAMC - MOPSE,INF247L01FO5,EQ,MOPSE.NS,MOPSE,,
MORARJEE,MORARJEE TEXTILES LIMITED,INE161G01027,BE,MORARJEE.NS,MORARJEE,,
MOREALTY,MOTILALAMC - MOREALTY,INF247L01CI4,EQ,MOREALTY.NS,MOREALTY,,
MOREPENLAB,MOREPEN LAB. LTD,INE083A01026,BE,MOREPENLAB.NS,MOREPENLAB,MOREPENLAB,500288.0
MOS,MOS UTILITY LIMITED,INE0N7S01028,SM,MOS.NS,MOS,,
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,INE935B01025,BE,MOSCHIP.NS,MOSCHIP,MOSCHIP,532407.0
MOSILVER,MOTILALAMC - MOSILVER,INF247L01FZ1,EQ,MOSILVER.NS,MOSILVER,,
MOSMALL250,MOTILALAMC - MOSMALL250,INF247L01CH6,EQ,MOSMALL250.NS,MOSMALL250,,
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,INE775A01035,BE,MOTHERSON.NS,MOTHERSON,MOTHERSON,517334.0
MOTILALOFS,MOTILAL OSWAL FIN LTD,INE338I01027,BE,MOTILALOFS.NS,MOTILALOFS,MOTILALOFS,532892.0
MOTISONS,MOTISONS JEWELLERS LTD,INE0FRK01020,BE,MOTISONS.NS,MOTISONS,MOTISONS,544053.0
MOTOGENFIN,MOTOR & GENERAL FINANCE L,INE861B01023,BE,MOTOGENFIN.NS,MOTOGENFIN,MOTOGENFIN,501343.0
MOTOUR,MOTILALAMC - MOTOUR,INF247L01FP2,EQ,MOTOUR.NS,MOTOUR,,
MOVALUE,MOTILALAMC - MOVALUE,INF247L01BE5,EQ,MOVALUE.NS,MOVALUE,MOVALUE,543576.0
MOXSH,MOXSH OVERSEAS EDUCON LTD,INE0N6D01014,SM,MOXSH.NS,MOXSH,,
MPHASIS,MPHASIS LIMITED,INE356A01018,BE,MPHASIS.NS,MPHASIS,MPHASIS,526299.0
MPSLTD,MPS LIMITED,INE943D01017,BE,MPSLTD.NS,MPSLTD,MPSLTD,532440.0
MPTODAY,M P TODAY MEDIA LIMITED,INE105Y01019,SM,MPTODAY.NS,MPTODAY,,
MRF,MRF LIMITED DEPO,INE883A01011,BE,MRF.NS,MRF,MRF,500290.0
MRIL,MAHENDRA REALTO & INFRA L,INE632Q01018,SM,MRIL.NS,MRIL,,
MRPL,MRPL - DEP RS,INE103A01014,BE,MRPL.NS,MRPL,MRPL,500109.0
MSCIINDIA,KOTAKMAMC - MSCIINDIA,INF174KA1VD2,EQ,MSCIINDIA.NS,MSCIINDIA,,
MSLIND,MSL INDUSTRIES LTD,INE203501015,EQ,MSLIND.NS,MSLIND,,
MSPL,MSP STEEL & POWER LTD.,INE752G01015,BE,MSPL.NS,MSPL,MSPL,532650.0
MSSHOES,M S SHOES EAST LTD,INE501201011,EQ,MSSHOES.NS,MSSHOES,,
MSTCLTD,MSTC LIMITED,INE255X01014,BE,MSTCLTD.NS,MSTCLTD,MSTCLTD,542597.0
MSUMI,MOTHERSON SUMI WRNG IND L,INE0FS801015,BE,MSUMI.NS,MSUMI,MSUMI,543498.0
MTARTECH,MTAR TECHNOLOGIES LIMITED,INE864I01014,BE,MTARTECH.NS,MTARTECH,MTARTECH,543270.0
MTEDUCARE,MT EDUCARE LTD,INE472M01018,BE,MTEDUCARE.NS,MTEDUCARE,,
MTNL,MTNL - DEPO. SETT.,INE153A01019,BE,MTNL.NS,MTNL,MTNL,500108.0
MUFIN,MUFIN GREEN FINANCE LTD,INE08KJ01020,BE,MUFIN.NS,MUFIN,MUFIN,542774.0
MUFTI,CREDO BRANDS MARKETING L,INE220Q01020,BE,MUFTI.NS,MUFTI,MUFTI,544058.0
MUKANDENGG,MUKAND ENGINEERS LIMITED,INE022B01014,BE,MUKANDENGG.NS,MUKANDENGG,,
MUKANDLTD,MUKAND LTD.,INE304A01026,BE,MUKANDLTD.NS,MUKANDLTD,MUKANDLTD,500460.0
MUKATPIPE,MUKAT PIPES LTD,INE203601013,EQ,MUKATPIPE.NS,MUKATPIPE,,
MUKERPAPER,MUKERIAN PAPER LTD.,INE203801019,EQ,MUKERPAPER.NS,MUKERPAPER,,
MUKKA,MUKKA PROTEINS LIMITED,INE0CG401037,BE,MUKKA.NS,MUKKA,MUKKA,544135.0
MUKTAARTS,MUKTA ARTS LIMITED,INE374B01019,BE,MUKTAARTS.NS,MUKTAARTS,MUKTAARTS,532357.0
MULTIARC,MULTI-ARC INDIA LTD,INE204301019,EQ,MULTIARC.NS,MULTIARC,,
MULTICAP,MIRAEAMC - MULTICAP,INF769K01LX9,EQ,MULTICAP.NS,MULTICAP,MULTICAP,544241.0
MUNJALAU,MUNJAL AUTO IND. LTD.,INE672B01032,BE,MUNJALAU.NS,MUNJALAU,MUNJALAU,520059.0
MUNJALSHOW,MUNJAL SHOWA LTD,INE577A01027,BE,MUNJALSHOW.NS,MUNJALSHOW,MUNJALSHOW,520043.0
MURABLACK,MURABLACK LTD,INE461501012,EQ,MURABLACK.NS,MURABLACK,,
MURUDCERA,MURUDESHWAR CERAMICS LTD,INE692B01014,BE,MURUDCERA.NS,MURUDCERA,MURUDCERA,515037.0
MUTHOOTCAP,MUTHOOT CAP SERV LTD,INE296G01013,BE,MUTHOOTCAP.NS,MUTHOOTCAP,MUTHOOTCAP,511766.0
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,INE414G01012,BE,MUTHOOTFIN.NS,MUTHOOTFIN,MUTHOOTFIN,533398.0
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,INE046W01019,BE,MUTHOOTMF.NS,MUTHOOTMF,MUTHOOTMF,544055.0
MVGJL,MANOJ VAIBHAV GEM N JEW L,INE0KNT01012,BE,MVGJL.NS,MVGJL,MVGJL,543995.0
MVKAGRO,M.V.K. AGRO FOOD PROD LTD,INE0SGC01015,SM,MVKAGRO.NS,MVKAGRO,,
MVL,MVL LIMITED,INE744I01034,BE,MVL.NS,MVL,,
MWL,MANGALAM WORLDWIDE LTD,INE0JYY01011,BE,MWL.NS,MWL,,
MYMUDRA,MY MUDRA FINCORP LIMITED,INE0RVQ01016,SM,MYMUDRA.NS,MYMUDRA,,
MYSOREBANK,STATE BANK OF MYSORE,INE651A01020,BE,MYSOREBANK.NS,MYSOREBANK,,
MYSORPETRO,MYSORE PETROCHEM LTD DEPO,INE741A01011,BE,MYSORPETRO.NS,MYSORPETRO,MYSORPETRO,506734.0
NACLIND,NACL INDUSTRIES LIMITED,INE295D01020,BE,NACLIND.NS,NACLIND,NACLIND,524709.0
NAGAFERT,NAGARJUN FERT AND CHE LTD,INE454M01024,BE,NAGAFERT.NS,NAGAFERT,NAGAFERT,539917.0
NAGARJUFIN,NAGARJUNA FINANCE LTD,INE207401014,EQ,NAGARJUFIN.NS,NAGARJUFIN,,
NAGAROIL,NAGARJUNA OIL REFINERY,INE453M01018,BE,NAGAROIL.NS,NAGAROIL,,
NAGREEKCAP,NAGREEKA CAP & INFR.LTD,INE245I01016,BE,NAGREEKCAP.NS,NAGREEKCAP,NAGREEKCAP,532895.0
NAGREEKEXP,NAGREEKA EXPORTS LTD.,INE123B01028,BE,NAGREEKEXP.NS,NAGREEKEXP,NAGREEKEXP,521109.0
NAHARCAP,NAHAR CAP & FIN.,INE049I01012,BE,NAHARCAP.NS,NAHARCAP,,
NAHARINDUS,NAHAR INDS ENT LTD,INE289A01011,BE,NAHARINDUS.NS,NAHARINDUS,NAHARINDUS,519136.0
NAHARPOLY,NAHAR POLY FILMS LIMITED,INE308A01027,BE,NAHARPOLY.NS,NAHARPOLY,NAHARPOLY,523391.0
NAHARSPING,NAHAR SPINNING MILLS LTD.,INE290A01027,BE,NAHARSPING.NS,NAHARSPING,NAHARSPING,500296.0
NAHARSUGAR,NAHAR SUGARS & ALLIED IND,INE208101019,EQ,NAHARSUGAR.NS,NAHARSUGAR,,
NAHARSUGAR,NAHAR SUGAR DEPO-SETT.,INE361A01018,BE,NAHARSUGAR.NS,NAHARSUGAR,,
NAKODA,NAKODA LIMITED,INE559B01023,BE,NAKODA.NS,NAKODA,,
NAKODATEX,NAKODA TEXTILE INDS LTD,INE208301015,EQ,NAKODATEX.NS,NAKODATEX,,
NALCOCHEM,NALCOCHEMICALS-ROLL SETT,INE582A01019,BE,NALCOCHEM.NS,NALCOCHEM,,
NAM-INDIA,NIPPON L I A M LTD,INE298J01013,BE,NAM-INDIA.NS,NAM-INDIA,NAM-INDIA,540767.0
NAMAN,NAMAN IN-STORE (INDIA) L,INE0RJM01010,SM,NAMAN.NS,NAMAN,,
NAMOEWASTE,NAMO EWASTE MANAGEMENT L,INE08NZ01012,SM,NAMOEWASTE.NS,NAMOEWASTE,,
NAMTECHELE,NAMTECHELECTRONICS DEVICE,INE607C01010,BE,NAMTECHELE.NS,NAMTECHELE,,
NARMADA,NARMADA AGROBASE LIMITED,INE117Z01011,BE,NARMADA.NS,NARMADA,NARMADA,543643.0
NARMADASUG,GIRDHARILAL SUGAR ALLIED,INE209601017,BE,NARMADASUG.NS,NARMADASUG,,
NATCAPSUQ,NATURAL CAPSULES LIMITED,INE936B01015,BE,NATCAPSUQ.NS,NATCAPSUQ,NATCAPSUQ,524654.0
NATCOPHARM,NATCO PHARMA LTD.,INE987B01026,BE,NATCOPHARM.NS,NATCOPHARM,NATCOPHARM,524816.0
NATHBIOGEN,NATH BIO-GENES (I) LTD,INE448G01010,BE,NATHBIOGEN.NS,NATHBIOGEN,NATHBIOGEN,537291.0
NATHPULP,NATHPULP&PAPER-DEPO,INE776A01017,BE,NATHPULP.NS,NATHPULP,,
NATIONALUM,NATIONALUM-DEP SETT,INE139A01034,BE,NATIONALUM.NS,NATIONALUM,NATIONALUM,532234.0
NATNLSTEEL,NATIONAL STEEL & AGRO IND,INE088B01015,BE,NATNLSTEEL.NS,NATNLSTEEL,,
NAUKRI,INFO EDGE (I) LTD,INE663F01032,BE,NAUKRI.NS,NAUKRI,NAUKRI,532777.0
NAZARA,NAZARA TECHNOLOGIES LTD,INE418L01047,BE,NAZARA.NS,NAZARA,NAZARA,543280.0
NBCC,NBCC (INDIA) LIMITED,INE095N01031,BE,NBCC.NS,NBCC,NBCC,534309.0
NBIFIN,N.B.I. IND. FIN. CO. LTD,INE365I01020,BE,NBIFIN.NS,NBIFIN,,
NCC,NCC LIMITED,INE868B01028,BE,NCC.NS,NCC,NCC,500294.0
NCLIND,NCL INDUSTRIES LIMITED,INE732C01016,BE,NCLIND.NS,NCLIND,NCLIND,502168.0
NDGL,NAGA DHUNSERI GROUP LTD,INE756C01015,BE,NDGL.NS,NDGL,,
NDL,NANDAN DENIM LIMITED,INE875G01048,BE,NDL.NS,NDL,NDL,532641.0
NDLVENTURE,NDL VENTURES LIMITED,INE353A01023,BE,NDLVENTURE.NS,NDLVENTURE,,
NDRAUTO,NDR AUTO COMPONENTS LTD,INE07OG01012,BE,NDRAUTO.NS,NDRAUTO,NDRAUTO,543214.0
NDTV,NDTV LTD,INE155G01029,BE,NDTV.NS,NDTV,NDTV,532529.0
NECCLTD,NORTH EAST CARRY CORP LTD,INE553C01016,BE,NECCLTD.NS,NECCLTD,NECCLTD,534615.0
NECLIFE,NECTAR LIFESCIENCES LTD.,INE023H01027,BE,NECLIFE.NS,NECLIFE,NECLIFE,532649.0
NEDUNGBANK,NEDUNGADIBANK-ROLL SETT,INE586A01010,BE,NEDUNGBANK.NS,NEDUNGBANK,,
NEELAM,NEELAM LINENS & GAR (I) L,INE0N1401016,SM,NEELAM.NS,NEELAM,,
NELCAST,NELCAST LIMITED,INE189I01024,BE,NELCAST.NS,NELCAST,NELCAST,532864.0
NELCO,NELCO LTD,INE045B01015,BE,NELCO.NS,NELCO,NELCO,504112.0
NEOGEN,NEOGEN CHEMICALS LIMITED,INE136S01016,BE,NEOGEN.NS,NEOGEN,NEOGEN,542665.0
NEOSACK,NEO SACK LTD,INE214101011,EQ,NEOSACK.NS,NEOSACK,,
NEPCPAPER,NEPCPAPER - ROLL SETT,INE471B01013,BE,NEPCPAPER.NS,NEPCPAPER,,
NEPHROCARE,NEPHRO CARE INDIA LIMITED,INE0SUN01013,SM,NEPHROCARE.NS,NEPHROCARE,,
NEPTUNE,NEPTUNE PETROCHEMICALS L,INE156901014,SM,NEPTUNE.NS,NEPTUNE,,
NESCO,NESCO LTD.,INE317F01035,BE,NESCO.NS,NESCO,NESCO,505355.0
NESTLEIND,NESTLE INDIA LIMITED,INE239A01024,BE,NESTLEIND.NS,NESTLEIND,NESTLEIND,500790.0
NETF,TATAAML - NETF,INF277K015R5,EQ,NETF.NS,NETF,,
NETWEB,NETWEB TECH INDIA LTD,INE0NT901020,BE,NETWEB.NS,NETWEB,NETWEB,543945.0
NETWORK,NETWORK LTD,INE214801016,EQ,NETWORK.NS,NETWORK,,
NETWORK18,NETWORK18 MEDIA & INV LTD,INE870H01013,BE,NETWORK18.NS,NETWORK18,NETWORK18,532798.0
NEULANDLAB,NEULAND LAB LTD.,INE794A01010,BE,NEULANDLAB.NS,NEULANDLAB,NEULANDLAB,524558.0
NEWGEN,NEWGEN SOFTWARE TECH LTD,INE619B01017,BE,NEWGEN.NS,NEWGEN,NEWGEN,540900.0
NEWJAISA,NEWJAISA TECHNOLOGIES LTD,INE0PW501021,SM,NEWJAISA.NS,NEWJAISA,,
NEXT30ADD,DSPAMC - NEXT30ADD,INF740KA1VE5,EQ,NEXT30ADD.NS,NEXT30ADD,NEXT30ADD,544352.0
NEXT50,MIRAEAMC - MANXT50,INF769K01FN2,EQ,NEXT50.NS,NEXT50,NEXT50,542922.0
NEXT50IETF,ICICIPRAMC - ICICINXT50,INF109KC1NS5,EQ,NEXT50IETF.NS,NEXT50IETF,NEXT50IETF,541809.0
NEXTMEDIA,NEXT MEDIAWORKS LIMITED,INE747B01016,BE,NEXTMEDIA.NS,NEXTMEDIA,NEXTMEDIA,532416.0
NFL,NATIONAL FERT. LTD,INE870D01012,BE,NFL.NS,NFL,NFL,523630.0
NGIL,NAKODA GROUP OF IND. LTD,INE236Y01012,BE,NGIL.NS,NGIL,NGIL,541418.0
NGIL-RE1,NAKODA GRP OF IND LTD,INE236Y20020,BE,NGIL-RE1.NS,NGIL-RE1,,
NGIL-RE2,NAKODA GROUP OF IND LTD,INE236Y20038,BE,NGIL-RE2.NS,NGIL-RE2,,
NGLFINE,NGL FINE CHEM LIMITED,INE887E01022,BE,NGLFINE.NS,NGLFINE,NGLFINE,524774.0
NH,NARAYANA HRUDAYALAYA LTD.,INE410P01011,BE,NH.NS,NH,NH,539551.0
NHPC,NHPC LTD,INE848E01016,BE,NHPC.NS,NHPC,NHPC,533098.0
NIACL,THE NEW INDIA ASSU CO LTD,INE470Y01017,BE,NIACL.NS,NIACL,NIACL,540769.0
NIBE,NIBE LIMITED,INE149O01018,BE,NIBE.NS,NIBE,NIBE,535136.0
NIBL,NRB INDUS. BEARINGS LTD.,INE047O01014,BE,NIBL.NS,NIBL,NIBL,535458.0
NIDAN,NIDAN LABS AND HEALTH LTD,INE0J6L01013,SM,NIDAN.NS,NIDAN,,
NIF100BEES,NIP IND ETF NIFTY 100,INF204K014N5,EQ,NIF100BEES.NS,NIF100BEES,NIF100BEES,537483.0
NIF100IETF,ICICI PRUD NIFTY 100 ETF,INF109KC16V9,EQ,NIF100IETF.NS,NIF100IETF,NIF100IETF,537008.0
NIF10GETF,UTIAMC - NIF10GETF,INF789F1AZF3,EQ,NIF10GETF.NS,NIF10GETF,NIF10GETF,544104.0
NIF5GETF,UTIAMC - NIF5GETF,INF789F1AZE6,EQ,NIF5GETF.NS,NIF5GETF,NIF5GETF,544103.0
NIFITETF,UTIAMC - NIFITETF,INF789F1AZD8,EQ,NIFITETF.NS,NIFITETF,NIFITETF,544102.0
NIFMID150,UTIAMC - NIFMID150,INF789F1AYX9,EQ,NIFMID150.NS,NIFMID150,NIFMID150,543975.0
NIFTY1,KOTAK NIFTY ETF,INF174K014P6,EQ,NIFTY1.NS,NIFTY1,NIFTY1,537708.0
NIFTY100EW,KOTAKMAMC - NIFTY100EW,INF174KA1UW4,EQ,NIFTY100EW.NS,NIFTY100EW,,
NIFTY50ADD,DSPAMC - DSPN50ETF,INF740KA1CL0,EQ,NIFTY50ADD.NS,NIFTY50ADD,NIFTY50ADD,543440.0
NIFTYBEES,NIP IND ETF NIFTY BEES,INF204KB14I2,EQ,NIFTYBEES.NS,NIFTYBEES,NIFTYBEES,590103.0
NIFTYBETF,BFAM - NIFTYBETF,INF0QA701722,EQ,NIFTYBETF.NS,NIFTYBETF,,
NIFTYEES,EDELWEISS ETF - NIFTY 50,INF754K01EK3,EQ,NIFTYEES.NS,NIFTYEES,,
NIFTYETF,MIRAEAMC - MAN50ETF,INF769K01EG9,EQ,NIFTYETF.NS,NIFTYETF,NIFTYETF,542131.0
NIFTYIETF,ICICI PRUD NIFTY ETF,INF109K012R6,EQ,NIFTYIETF.NS,NIFTYIETF,NIFTYIETF,537007.0
NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,INF209KB15K4,EQ,NIFTYQLITY.NS,NIFTYQLITY,NIFTYQLITY,543574.0
NIHONIRMAN,NIHON NIRMAAN LTD,INE216801014,EQ,NIHONIRMAN.NS,NIHONIRMAN,,
NIITLTD,NIIT LIMITED,INE161A01038,BE,NIITLTD.NS,NIITLTD,NIITLTD,500304.0
NIITMTS,NIIT LEARNING SYSTEMS LTD,INE342G01023,BE,NIITMTS.NS,NIITMTS,NIITMTS,543952.0
NIKITA,NIKITA PAPERS LIMITED,INE0FLF01015,SM,NIKITA.NS,NIKITA,,
NILAINFRA,NILA INFRASTRUCTURES LTD,INE937C01029,BE,NILAINFRA.NS,NILAINFRA,NILAINFRA,530377.0
NILASPACES,NILA SPACES LIMITED,INE00S901012,BE,NILASPACES.NS,NILASPACES,NILASPACES,542231.0
NILKAMAL,NILKAMAL LIMITED,INE310A01015,BE,NILKAMAL.NS,NILKAMAL,,
NINSYS,NINTEC SYSTEMS LIMITED,INE395U01014,BE,NINSYS.NS,NINSYS,NINSYS,539843.0
NIPPOBATRY,INDO-NATIONAL LIMITED,INE567A01028,BE,NIPPOBATRY.NS,NIPPOBATRY,NIPPOBATRY,504058.0
NIPPONDENS,DENSO INDIA LTD,INE502A01017,BE,NIPPONDENS.NS,NIPPONDENS,,
NIRAJ,NIRAJ CEMENT STRUC LTD,INE368I01016,BE,NIRAJ.NS,NIRAJ,NIRAJ,532986.0
NIRAJISPAT,NIRAJ ISPAT IND LTD,INE326T01011,BE,NIRAJISPAT.NS,NIRAJISPAT,,
NIRAJPETRO,NIRAJ PETRO LTD,INE217601017,EQ,NIRAJPETRO.NS,NIRAJPETRO,,
NIRLON,NIRLON LIMITED,INE910A01012,BE,NIRLON.NS,NIRLON,NIRLON,500307.0
