symbol,company,isin,exchange,sector,series
KPEL,K.P. ENERGY LIMITED,INE127T01021,NSE,Unknown,BE
KPIGREEN,KPI GREEN ENERGY LIMITED,INE542W01025,NSE,Unknown,BE
KPIL,KALPATARU PROJECT INT LTD,INE220B01022,NSE,Unknown,BE
KPITTECH,KPIT TECHNOLOGIES LIMITED,INE04I401011,NSE,Unknown,BE
KPRMILL,KPR MILL LTD.,INE930H01031,NSE,Unknown,BE
KRBL,KRBL LIMITED,INE001B01026,NSE,Unknown,BE
KREBSBIO,KREBS BIOCHEMICALS & IND,INE268B01013,NSE,Unknown,BE
KRIDHANINF,KRIDHAN INFRA LIMITED,INE524L01026,NSE,Unknown,BE
KRISHANA,KRISHANA PHOSCHEM LIMITED,INE506W01012,NSE,Unknown,BE
KRISHCA,KRISHCA STRAPPING SLTN L,INE0NR701018,NSE,Unknown,SM
KRISHIVAL,KRISHIVAL FOODS LIMITED,INE0GGO01015,NSE,Unknown,BE
KRISHNADEF,KRISHNA DEF AND ALD IND L,INE0J5601015,NSE,Unknown,SM
KRISNAFILA,KRISHNAFILA - DEPO.SETT,INE073A01019,NSE,Unknown,BE
KRITI,KRITI INDUSTRIES IND LTD,INE479D01038,NSE,Unknown,BE
KRITIKA,KRITIKA WIRES LIMITED,INE00Z501011,NSE,Unknown,SM
KRITIKA,KRITIKA WIRES LIMITED,INE00Z501029,NSE,Unknown,BE
KRITINUT,KRITI NUTRIENTS LIMITED,INE798K01010,NSE,Unknown,BE
KRN,KRN HEAT EXCHANGE N REF L,INE0Q3J01015,NSE,Unknown,BE
KRONECOMM,KRONE COMM LTD,INE833A01016,NSE,Unknown,BE
KRONOX,KRONOX LAB SCIENCES LTD,INE0ATZ01017,NSE,Unknown,BE
KROSS,KROSS LIMITED,INE0O6601022,NSE,Unknown,BE
KRSNAA,KRSNAA DIAGNOSTICS LTD,INE08LI01020,NSE,Unknown,BE
KRYSTAL,KRYSTAL INTEGRATED SER L,INE0QN801017,NSE,Unknown,BE
KSB,KSB LIMITED,INE999A01023,NSE,Unknown,BE
KSCL,KAVERI SEED CO. LTD.,INE455I01029,NSE,Unknown,BE
KSERASERA,KSS LIMITED,INE216D01026,NSE,Unknown,BE
KSHITIJPOL,KSHITIJ POLYLINE LIMITED,INE013801027,NSE,Unknown,BE
KSHITIJPOL,KSHITIJ POLYLINE LIMITED,INE013801019,NSE,Unknown,SM
KSK,KSK ENERGY VENTURES LTD,INE143H01015,NSE,Unknown,BE
KSL,KALYANI STEELS LIMITED,INE907A01026,NSE,Unknown,BE
KSOLVES,KSOLVES INDIA LIMITED,INE0D6I01015,NSE,Unknown,SM
KSOLVES,KSOLVES INDIA LIMITED,INE0D6I01023,NSE,Unknown,BE
KTKBANK,KARNATAKABANK-,INE614B01018,NSE,Unknown,BE
KTL,KALAHRIDHAAN TRENDZ LTD,INE02M801018,NSE,Unknown,SM
KUANTUM,KUANTUM PAPERS LIMITED,INE529I01021,NSE,Unknown,BE
KUNDANMM,KUNDAN MIN AND METALS LTD,INE889B01016,NSE,Unknown,BE
KUSUMINGOT,KUSUM INGOTS & ALLOYS LTD,INE121501014,NSE,Unknown,EQ
KWALITY,KWALITY LIMITED,INE775B01025,NSE,Unknown,BE
LABHCONST,LABH CONSTRUCTION LTD.,INE116101010,NSE,Unknown,EQ
LAGNAM,LAGNAM SPINTEX LIMITED,INE548Z01017,NSE,Unknown,BE
LAKHNNATNL,LAKHANPAL NATIONAL,INE795A01017,NSE,Unknown,BE
LAKPRE,LAKSHMI PRE SCRE LTD,INE651C01018,NSE,Unknown,BE
LAKSELECON,LAKSHMI ELECT CONTROL SYS,INE117401013,NSE,Unknown,EQ
LAKSHMIEFL,LAKSHMI ENG. & FOODS LTD,INE992B01026,NSE,Unknown,BE
LAKSHMILL,LAKSHMILLSCO,INE938C01019,NSE,Unknown,BE
LAKSHVILAS,LAKSHMIVILASBANK,INE694C01018,NSE,Unknown,BE
LAKSHYA,LAKSHYA POWERTECH LIMITED,INE0VZS01015,NSE,Unknown,SM
LAL,LORENZINI APPARELS LTD,INE740X01023,NSE,Unknown,BE
LALPATHLAB,DR. LAL PATH LABS LTD.,INE600L01024,NSE,Unknown,BE
LAMBODHARA,LAMBODHARA TEXTILES LTD.,INE112F01022,NSE,Unknown,BE
LAMOSAIC,LAMOSAIC INDIA LIMITED,INE0R0201012,NSE,Unknown,SM
LANCER,LANCER CONTAINER LINE LTD,INE359U01028,NSE,Unknown,BE
LANCOIND,LANCO INDUSTRIES,INE943C01019,NSE,Unknown,BE
LANCORHOL,LANCOR HOLDINGS LIMITED,INE572G01025,NSE,Unknown,BE
LANDMARK,LANDMARK CARS LIMITED,INE559R01029,NSE,Unknown,BE
LAOPALA,LA OPALA RG LIMITED,INE059D01020,NSE,Unknown,BE
LASA,LASA SUPERGENERICS LTD,INE670X01014,NSE,Unknown,BE
LATENTVIEW,LATENT VIEW ANALYTICS LTD,INE0I7C01011,NSE,Unknown,BE
LATTEYS,LATTEYS INDUSTRIES LTD,INE262Z01023,NSE,Unknown,BE
LAURUSLABS,LAURUS LABS LIMITED,INE947Q01028,NSE,Unknown,BE
LAWSIKHO,ADDICTIVE LEARNING TECH L,INE0RDH01021,NSE,Unknown,SM
LAXMICOT,LAXMI COTSPIN LIMITED,INE801V01019,NSE,Unknown,BE
LAXMIDENTL,LAXMI DENTAL LIMITED,INE0WO601020,NSE,Unknown,BE
LAXMIINDIA,LAXMI INDIA FINANCE LTD,INE06WU01026,NSE,Unknown,BE
LCCINFOTEC,LCC INFOTECH LTD,INE938A01021,NSE,Unknown,BE
LDTEXT,LD TEXTILES IND. LTD.,INE122001014,NSE,Unknown,EQ
LEEL,LEEL ELECTRICALS LIMITED,INE245C01019,NSE,Unknown,BE
LEENATEX,LEENA TEXTILES LTD,INE113401017,NSE,Unknown,EQ
LEMERITE,LE MERITE EXPORTS LIMITED,INE0G1L01017,NSE,Unknown,SM
LEMONTREE,LEMON TREE HOTELS LTD,INE970X01018,NSE,Unknown,BE
LEXUS,LEXUS GRANITO (INDIA) LTD,INE500X01013,NSE,Unknown,BE
LFIC,LAKSHMI FIN IND CORP LTD,INE850E01012,NSE,Unknown,BE
LGBBROSLTD,LG BALAKRISHNAN & BROS,INE337A01034,NSE,Unknown,BE
LGBFORGE,LGB FORGE LIMITED,INE201J01017,NSE,Unknown,BE
LGHL,LAXMI GOLDORNA HOUSE LTD,INE258Y01016,NSE,Unknown,BE
LIBAS,LIBAS CONSU PRODUCTS LTD,INE908V01012,NSE,Unknown,BE
LIBERTSHOE,LIBERTYSHOESLTD,INE557B01019,NSE,Unknown,BE
LICHSGFIN,LIC HOUSING. FIN.- DEP RS,INE115A01026,NSE,Unknown,BE
LICI,LIFE INSURA CORP OF INDIA,INE0J1Y01017,NSE,Unknown,BE
LICMFGOLD,LIC MF - LIC GOLD ETF,INF397L01554,NSE,Unknown,EQ
LICNETFGSC,LICNAMC - LICNMFET,INF767K01MV5,NSE,Unknown,EQ
LICNETFN50,LICNAMC - LICNFENGP,INF767K01OS7,NSE,Unknown,EQ
LICNETFSEN,LICNAMC - LICNFESGP,INF767K01OT5,NSE,Unknown,EQ
LICNFNHGP,LICNAMC - LICNFNHGP,INF767K01PC8,NSE,Unknown,EQ
LICNMID100,LICNAMC - LICNMID100,INF767K01RN1,NSE,Unknown,EQ
LIKHITHA,LIKHITHA INFRASTRUC LTD,INE060901027,NSE,Unknown,BE
LINC,LINC LIMITED,INE802B01027,NSE,Unknown,BE
LINCOLN,LINCOLN PHARMA LTD,INE405C01035,NSE,Unknown,BE
LINDEINDIA,LINDE INDIA LIMITED,INE473A01011,NSE,Unknown,BE
LIQGRWBEES,NIPPONAMC - LIQGRWBEES,INF204KC1FU1,NSE,Unknown,EQ
LIQUID,MIRAEAMC - LIQUID,INF769K01KS1,NSE,Unknown,EQ
LIQUID1,KOTAKMAMC - KOTAKLIQ,INF174KA1LV5,NSE,Unknown,EQ
LIQUIDADD,DSPAMC - LIQUIDADD,INF740KA1UM0,NSE,Unknown,EQ
LIQUIDBEES,NIP IND ETF LIQUID BEES,INF732E01037,NSE,Unknown,EQ
LIQUIDBETF,BFAM - LIQUIDBETF,INF0QA701854,NSE,Unknown,EQ
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,INF0R8F01034,NSE,Unknown,EQ
LIQUIDETF,DSP LIQUID ETF,INF740KA1EU7,NSE,Unknown,EQ
LIQUIDIETF,ICICIPRAMC - ICICILIQ,INF109KC1KT9,NSE,Unknown,EQ
LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,INF769K01MY5,NSE,Unknown,EQ
LIQUIDSBI,SBIAMC - LIQUIDSBI,INF200KA13Z8,NSE,Unknown,EQ
LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,INF680P01422,NSE,Unknown,EQ
LKPMERFIN,LKP MERCHANT FINANCING LT,INE115201019,NSE,Unknown,EQ
LLOYDMETAL,LLOYD METALS & ENGG LTD,INE115301017,NSE,Unknown,EQ
LLOYDMETAL,LLOYDSMETALENG-ROLL SETT,INE281B01016,NSE,Unknown,BE
LLOYDS,LLOYDS LUXURIES LIMITED,INE0DTQ01028,NSE,Unknown,SM
LLOYDS-RE1,LLOYDS ENG WORKS LTD,INE093R20029,NSE,Unknown,BE
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,INE093R01011,NSE,Unknown,BE
LLOYDSENT,LLOYDS ENTERPRISES LTD,INE080I01025,NSE,Unknown,BE
LLOYDSME,LLOYDS METALS N ENERGY L,INE281B01032,NSE,Unknown,BE
LMW,LMW LIMITED,INE269B01029,NSE,Unknown,BE
LODHA,LODHA DEVELOPERS LIMITED,INE670K01029,NSE,Unknown,BE
LOKESHMACH,LOKESH MACHINES LTD,INE397H01017,NSE,Unknown,BE
LOKHSG,LOK HOUSING & CONSTRUCTIO,INE115701018,NSE,Unknown,EQ
LORDSCHLO,LORDS CHLORO ALKALI LTD,INE846D01012,NSE,Unknown,BE
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,INE0V9Q01010,NSE,Unknown,BE
LOTUSEYE,LOTUS EYE HOSP & INST L,INE947I01017,NSE,Unknown,BE
LOVABLE,LOVABLE LINGERIE LTD,INE597L01014,NSE,Unknown,BE
LOWVOL,MIRAEAMC - MANV30F,INF769K01JU9,NSE,Unknown,EQ
LOWVOL1,KOTAKMAMC - KOTAKLOVOL,INF174KA1IY5,NSE,Unknown,EQ
LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,INF109KC19U5,NSE,Unknown,EQ
LOYALTEX,LOYAL TEXTILE MILLS LTD,INE970D01010,NSE,Unknown,BE
LPDC,LANDMARK PR.DEV.CO.LTD,INE197J01017,NSE,Unknown,BE
LRRPL,LEAD REC AND RUB PROD LTD,INE0H4B01011,NSE,Unknown,SM
LT,LARSEN & TOUBRO LTD.,INE018A01030,NSE,Unknown,BE
LTF,L&T FINANCE LIMITED,INE498L01015,NSE,Unknown,BE
LTFOODS,LT FOODS LIMITED,INE818H01020,NSE,Unknown,BE
LTGILTBEES,NIP IND ETF LONGTERM GILT,INF204KB1882,NSE,Unknown,EQ
LTGILTCASE,ZERODHAAMC - LTGILTCASE,INF0R8F01133,NSE,Unknown,EQ
LTIM,LTIMINDTREE LIMITED,INE214T01019,NSE,Unknown,BE
LTTS,L&T TECHNOLOGY SER. LTD.,INE010V01017,NSE,Unknown,BE
LUMAXIND,LUMAX INDUSTRIES LTD,INE162B01018,NSE,Unknown,BE
LUMAXTECH,LUMAX AUTO TECH LTD,INE872H01027,NSE,Unknown,BE
LUNARDIAM,LUNAR DIAMONDS LTD,INE109601018,NSE,Unknown,EQ
LUPIN,LUPIN LIMITED,INE326A01037,NSE,Unknown,BE
LUXIND,LUX INDUSTRIES LIMITED,INE150G01020,NSE,Unknown,BE
LXCHEM,LAXMI ORGANIC INDUS LTD,INE576O01020,NSE,Unknown,BE
LYKALABS,LYKA LABS LTD.,INE933A01014,NSE,Unknown,BE
LYPSAGEMS,LYPSA GEMS & JEWEL LTD,INE142K01011,NSE,Unknown,BE
MAANALU,MAAN ALUMINIUM LIMITED,INE215I01027,NSE,Unknown,BE
MACOBSTECH,MACOBS TECHNOLOGIES LTD,INE0R0J01010,NSE,Unknown,SM
MACPOWER,MACPOWER CNC MACHINES LTD,INE155Z01011,NSE,Unknown,BE
MADHAV,MADHAV MARBLE & GRANITE,INE925C01016,NSE,Unknown,BE
MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,INE0JR301013,NSE,Unknown,SM
MADHUCON,MADHUCON PROJECTS LTD.,INE378D01032,NSE,Unknown,BE
MADHURFOOD,MADHUR FOOD PRODUCTS LTD,INE112401018,NSE,Unknown,EQ
MADHUSUDAN,MADHUSUDAN MASALA LIMITED,INE0P6701019,NSE,Unknown,SM
MADHUSYNTX,MADHUMILAN SYNTEX LTD,INE112301010,NSE,Unknown,EQ
MADRASALMN,MADRAS ALUMINUM CO.,INE223B01018,NSE,Unknown,BE
MADRASFERT,MADRAS FERTILISERS LTD,INE414A01015,NSE,Unknown,BE
MADRASMFIN,MADRAS MOTOR FIN. & GUAR.,INE106801017,NSE,Unknown,EQ
MADSUDIND,MADHUSUDAN IND. LTD.,INE112501015,NSE,Unknown,EQ
MADURACOAT,MADURA COATS  LTD.,INE122A01014,NSE,Unknown,BE
MAFANG,MIRAEAMC - MAFANG,INF769K01HF4,NSE,Unknown,EQ
MAFATLAFIN,MAFATLALFINANCE,INE965B01014,NSE,Unknown,BE
MAFATLAIND,MAFATLALINDUS-ROLLSETT,INE270B01019,NSE,Unknown,BE
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,INE347W01011,NSE,Unknown,BE
MAGNUM,MAGNUM VENTURES LTD.,INE387I01016,NSE,Unknown,BE
MAGSON,MAGSON RETAIL AND DIST L,INE0O1S01012,NSE,Unknown,SM
MAHABANK,BANK OF MAHARASHTRA,INE457A01014,NSE,Unknown,BE
MAHAGRO,MAHADEV INDUSTRIES LTD.,INE460801017,NSE,Unknown,EQ
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,INE843B01013,NSE,Unknown,BE
MAHASTEEL,MAHAMAYA STEEL INDS LTD,INE451L01014,NSE,Unknown,BE
MAHENDSUIT,MAHENDRA PETROCHEMICALS L,IN8452H01019,NSE,Unknown,EQ
MAHEPC,MAHINDRA EPC IRRIG LTD,INE215D01010,NSE,Unknown,BE
MAHESHWARI,MAHESHWARI LOGISTICS LTD.,INE263W01010,NSE,Unknown,BE
MAHICKRA,MAHICKRA CHEMICAL LIMITED,INE961Y01015,NSE,Unknown,SM
MAHKTECH,MIRAEAMC - MAHKTECH,INF769K01HS7,NSE,Unknown,EQ
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,INE813A01018,NSE,Unknown,BE
MAHLOG,MAHINDRA LOGISTIC LIMITED,INE766P01016,NSE,Unknown,BE
MAHSCOOTER,MAHSCOOTER - DEP SETT,INE288A01013,NSE,Unknown,BE
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,INE271B01025,NSE,Unknown,BE
MAIKALFIBR,MAIKAAL FIBRES LTD,INE104601013,NSE,Unknown,EQ
MAITHANALL,MAITHAN ALLOYS LTD,INE683C01011,NSE,Unknown,BE
MAITREYA,MAITREYA MEDICARE LIMITED,INE0PLQ01011,NSE,Unknown,SM
MAJESAUTO,MAJESTIC AUTO LTD,INE201B01014,NSE,Unknown,BE
MAJESTIND,MAJESTIC INDUSTRIES LTD,INE104801019,NSE,Unknown,EQ
MAKEINDIA,MIRAEAMC - MAMFGETF,INF769K01IB1,NSE,Unknown,EQ
MAKS,MAKS ENERGY SOL INDIA LTD,INE0CDK01019,NSE,Unknown,SM
MAL,MANGALAM ALLOYS LIMITED,INE00C401011,NSE,Unknown,SM
MALLCOM,MALLCOM (INDIA) LIMITED,INE389C01015,NSE,Unknown,BE
MALUPAPER,MALU PAPER MILLS LIMITED,INE383H01017,NSE,Unknown,BE
MAMATA,MAMATA MACHINERY LIMITED,INE0TO701015,NSE,Unknown,BE
MANAKALUCO,MANAK ALUMINIUM CO. LTD.,INE859Q01017,NSE,Unknown,BE
MANAKCOAT,MAN COAT METAL & IND LTD,INE830Q01018,NSE,Unknown,BE
MANAKSIA,MANAKSIA LTD.,INE015D01022,NSE,Unknown,BE
MANAKSTEEL,MANAKSIA STEELS LTD,INE824Q01011,NSE,Unknown,BE
MANALIPETC,MANALI PETROCHEMICALS LT,INE201A01024,NSE,Unknown,BE
MANALUMN,MAN INDUSTRIES (I) LTD,INE993A01026,NSE,Unknown,EQ
MANALUMN,MAN INDUSTRIES(I)LTD DEPO,INE993A01018,NSE,Unknown,BE
MANAPPURAM,MANAPPURAM FINANCE LTD,INE522D01027,NSE,Unknown,BE
MANBA,MANBA FINANCE LIMITED,INE939X01013,NSE,Unknown,BE
MANCREDIT,MANGAL CREDIT N FINCORP L,INE545L01039,NSE,Unknown,BE
MANDEEP,MANDEEP AUTO INDUSTRIES L,INE0R3T01013,NSE,Unknown,SM
MANDHANA,MANDHANA INDUS. LTD,INE087J01010,NSE,Unknown,BE
MANGALAM,MANGALAM DRUG & CHEM LTD,INE584F01014,NSE,Unknown,BE
MANGCHEFER,MANG.CHEM.FERT.LTD,INE558B01017,NSE,Unknown,BE
MANGLMCEM,MANGLMCEM,INE347A01017,NSE,Unknown,BE
MANGTIMBER,MANGALAM TIMBER PRODUCTS,INE805B01012,NSE,Unknown,BE
MANINFRA,MAN INFRA LTD,INE949H01023,NSE,Unknown,BE
MANKIND,MANKIND PHARMA LIMITED,INE634S01028,NSE,Unknown,BE
MANOMAY,MANOMAY TEX INDIA LTD,INE784W01015,NSE,Unknown,BE
MANORAMA,MANORAMA INDUSTRIES LTD,INE00VM01036,NSE,Unknown,BE
MANORG,MANGALAM ORGANICS LIMITED,INE370D01013,NSE,Unknown,BE
MANPASAND,MANPASAND BEVERAGES LTD.,INE122R01018,NSE,Unknown,BE
MANTRIHSG,MANTRI HSG & CONST LTD,INE102101016,NSE,Unknown,EQ
MANUFGBEES,NIPPONAMC - MANUFGBEES,INF204KC1GH6,NSE,Unknown,EQ
MANUGRAIND,MANUGRAPH INDUSTRIES LTD,INE562701016,NSE,Unknown,EQ
MANUGRAPH,MANUGRAPH INDIA LIMITED,INE867A01022,NSE,Unknown,BE
MANYAVAR,VEDANT FASHIONS LIMITED,INE825V01034,NSE,Unknown,BE
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,INE0BV301023,NSE,Unknown,BE
MARALOVER,MARAL OVERSEAS LTD,INE882A01013,NSE,Unknown,BE
MARATHON,MARATHON NXTGEN REALT LTD,INE182D01020,NSE,Unknown,BE
MARCO,MARCO CABLE & CONDUCTOR L,INE0QP001012,NSE,Unknown,SM
MARICO,MARICO LIMITED,INE196A01026,NSE,Unknown,BE
MARINE,MARINE ELECTRICAL (I) LTD,INE01JE01010,NSE,Unknown,SM
MARINE,MARINE ELECTRICAL (I) LTD,INE01JE01028,NSE,Unknown,BE
MARINETRAN,MARINETRANS INDIA LIMITED,INE0P1P01017,NSE,Unknown,SM
MARKSANS,MARKSANS PHARMA LIMITED,INE750C01026,NSE,Unknown,BE
MARNITPOLY,MPL CORPORATION LTD,INE187601013,NSE,Unknown,EQ
MARSHALL,MARSHALL MACHINES LTD,INE00SZ01018,NSE,Unknown,BE
MARUTI,MARUTI SUZUKI INDIA LTD.,INE585B01010,NSE,Unknown,BE
MASFIN,MAS FINANCIAL SERV LTD,INE348L01012,NSE,Unknown,BE
MASKINVEST,MASK INVESTMENTS LIMITED,INE885F01015,NSE,Unknown,BE
MASON,MASON INFRATECH LIMITED,INE0SH001010,NSE,Unknown,SM
MASPTOP50,MIRAEAMC - MASPTOP50,INF769K01HP3,NSE,Unknown,EQ
MASTEK,MASTEK DEPO SETT,INE759A01021,NSE,Unknown,BE
MASTER,MASTER COMPONENTS LIMITED,INE0OJM01017,NSE,Unknown,SM
MASTERTR,MASTER TRUST LIMITED,INE677D01037,NSE,Unknown,BE
MATHPLATT,MATHER&PLATT,INE844C01019,NSE,Unknown,BE
MATRIMONY,MATRIMONY.COM LIMITED,INE866R01028,NSE,Unknown,BE
MAWANASUG,MAWANA SUGARS LIMITED,INE636A01039,NSE,Unknown,BE
MAXESTATES,MAX ESTATES LIMITED,INE03EI01018,NSE,Unknown,BE
MAXHEALTH,MAX HEALTHCARE INS LTD,INE027H01010,NSE,Unknown,BE
MAXIND,MAX INDIA LIMITED,INE0CG601016,NSE,Unknown,BE
MAXORCHARD,MAXWORTH ORCHARDS INDIA L,INE189201010,NSE,Unknown,EQ
MAXPOSURE,MAXPOSURE LIMITED,INE0ECC01022,NSE,Unknown,SM
MAXVIL,MAX VENTURES AND INDS LTD,INE154U01015,NSE,Unknown,BE
MAXVOLT,MAXVOLT ENERGY INDUS L,INE10A501018,NSE,Unknown,SM
MAYASHEEL,MAYASHEEL VENTURES LTD,INE0ZTO01018,NSE,Unknown,SM
MAYURUNIQ,MAYUR UNIQUOTERS LTD,INE040D01038,NSE,Unknown,BE
MAZDA,MAZDA LIMITED,INE885E01042,NSE,Unknown,BE
MAZDALEASE,MAZDA IND. & LEASING LTD.,INE461201019,NSE,Unknown,EQ
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,INE249Z01020,NSE,Unknown,BE
MBAPL,MADHYA BHARAT AGRO P. LTD,INE900L01010,NSE,Unknown,BE
MBECL,MCNALLY BH. ENG. CO.LTD,INE748A01016,NSE,Unknown,BE
MBEL,M AND B ENGINEERING LTD,INE08N601015,NSE,Unknown,BE
MBLINFRA,MBL INFRASTRUCTURE LTD,INE912H01013,NSE,Unknown,BE
MCDHOLDING,MCDOWELL HOLDINGS LTD.,INE836H01014,NSE,Unknown,BE
MCL,MADHAV COPPER LIMITED,INE813V01022,NSE,Unknown,BE
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,INE942G01012,NSE,Unknown,BE
MCLOUD,MAGELLANIC CLOUD LIMITED,INE613C01026,NSE,Unknown,BE
MCON,MCON RASAYAN INDIA LTD,INE0O4M01019,NSE,Unknown,SM
MCX,MULTI COMMODITY EXCHANGE,INE745G01035,NSE,Unknown,BE
MDL,MARVEL DECOR LIMITED,INE575Z01010,NSE,Unknown,SM
MEDANTA,GLOBAL HEALTH LIMITED,INE474Q01031,NSE,Unknown,BE
MEDIASSIST,MEDI ASSIST HEALTH SER L,INE456Z01021,NSE,Unknown,BE
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,INE646B01010,NSE,Unknown,BE
MEDICAPS,MEDI CAPS LTD.,INE190701016,NSE,Unknown,EQ
MEDICO,MEDICO REMEDIES LIMITED,INE630Y01024,NSE,Unknown,BE
MEDICOTECH,MEDICORP TECH (I) LTD,INE904A01015,NSE,Unknown,BE
MEDIORG,MEDICAMEN ORGANICS LTD,INE0PE401018,NSE,Unknown,SM
MEDISTEP,MEDISTEP HEALTHCARE LTD,INE0UOY01019,NSE,Unknown,SM
MEDPLUS,MEDPLUS HEALTH SERV LTD,INE804L01022,NSE,Unknown,BE
MEGAFLEX,MEGA FLEX PLASTICS LTD,INE0G1D01014,NSE,Unknown,SM
MEGASOFT,MEGASOFT LTD,INE933B01012,NSE,Unknown,BE
MEGASTAR,MEGASTAR FOODS LIMITED,INE00EM01016,NSE,Unknown,BE
MEGATHERM,MEGATHERM INDUCTION LTD,INE531R01010,NSE,Unknown,SM
MEGH,MEGHMANI ORGANICS LTD.,INE974H01013,NSE,Unknown,BE
MEIL,MANGAL ELECTRICAL IND L,INE0PKD01011,NSE,Unknown,BE
MELSTAR,MELSTAR INFORMATION TECH,INE817A01019,NSE,Unknown,BE
MENONBE,MENON BEARINGS LIMITED,INE071D01033,NSE,Unknown,BE
MEP,MEP INFRA. DEVELOPERS LTD,INE776I01010,NSE,Unknown,BE
MERCATOR,MERCATOR LIMITED,INE934B01028,NSE,Unknown,BE
MERIND,MERIND LTD. DEPO. SETT.,INE215A01016,NSE,Unknown,BE
MESCOPHARM,MESCO PHARMA. LTD,INE192601016,NSE,Unknown,EQ
METAL,MIRAEAMC - METAL,INF769K01LY7,NSE,Unknown,EQ
METALFORGE,METALYST FORGINGS LIMITED,INE425A01011,NSE,Unknown,BE
METALIETF,ICICIPRAMC - METALIETF,INF109KC19W1,NSE,Unknown,EQ
METALPIPE,METALMAN INDUSTRIES LTD.,INE192801012,NSE,Unknown,EQ
METAZINC,MTZ (INDIA) LTD DEPO,INE865A01018,NSE,Unknown,BE
METKORE,METKORE ALLOYS & IND LTD,INE592I01029,NSE,Unknown,BE
METROBRAND,METRO BRANDS LIMITED,INE317I01021,NSE,Unknown,BE
METROCHEM,METROCHEMINDS,INE732B01018,NSE,Unknown,BE
METROPOLIS,METROPOLIS HEALTHCARE LTD,INE112L01020,NSE,Unknown,BE
MFML,MAHALAXMI FABRIC MILLS LT,INE0US801024,NSE,Unknown,BE
MFSL,MAX FINANCIAL SERV LTD,INE180A01020,NSE,Unknown,BE
MGEL,MANGALAM GLOBAL ENT LTD,INE0APB01032,NSE,Unknown,BE
MGEL,MANGALAM GLOBAL ENT LTD,INE0APB01016,NSE,Unknown,SM
MGL,MAHANAGAR GAS LTD.,INE002S01010,NSE,Unknown,BE
MGSL,MATRIX GEO SOLUTIONS LTD,INE132901013,NSE,Unknown,SM
MHHL,MOHINI HEALTH&HYGIENE LTD,INE450S01011,NSE,Unknown,SM
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,INE112D01035,NSE,Unknown,BE
MHRIL,MAHINDRA HOLIDAYS LTD,INE998I01010,NSE,Unknown,BE
MIC,MIC ELECTRONICS LIMITED,INE287C01029,NSE,Unknown,BE
MICEL,MIC ELECTRONICS LTD,INE287C01037,NSE,Unknown,BE
MICROPLANT,MICRO PLANTAE LTD.,INE193901019,NSE,Unknown,EQ
MICROPRO,MICROPRO SOFTWARE SOL L,INE0PZK01014,NSE,Unknown,SM
MID150,KOTAKMAMC - MID150,INF174KA1VW2,NSE,Unknown,EQ
MID150BEES,NIP IND ETF MIDCAP 150,INF204KB1V68,NSE,Unknown,EQ
MID150CASE,ZERODHAAMC - MID150CASE,INF0R8F01059,NSE,Unknown,EQ
MIDCAP,KOTAKMAMC - KOTAKMID50,INF174KA1IB3,NSE,Unknown,EQ
MIDCAPETF,MIRAEAMC - MAM150ETF,INF769K01IC9,NSE,Unknown,EQ
MIDCAPIETF,ICICIPRAMC - ICICIM150,INF109KC11W8,NSE,Unknown,EQ
MIDEASTI,MIDEAST INDIA LTD,INE194401019,NSE,Unknown,EQ
MIDEASTSTL,MIDEAST INTEGRATED STEEL,INE194501016,NSE,Unknown,EQ
MIDHANI,MISHRA DHATU NIGAM LTD,INE099Z01011,NSE,Unknown,BE
MIDINDIA,MID INDIA INDUSTRIES LTD.,INE563601017,NSE,Unknown,EQ
MIDQ50ADD,DSPAMC - DSPQ50ETF,INF740KA1QL0,NSE,Unknown,EQ
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,INF109KC10W0,NSE,Unknown,EQ
MIDSMALL,MIRAEAMC - MIDSMALL,INF769K01LJ8,NSE,Unknown,EQ
MIDWESTIRN,MIDWEST IRON & STEEL CO L,INE195001016,NSE,Unknown,EQ
MIEL,MANGLAM INFRA & ENG LTD,INE0R3101011,NSE,Unknown,SM
MILTON,MILTON INDUSTRIES LIMITED,INE376Y01016,NSE,Unknown,SM
MILTONPLAS,MILTONPLAS,INE343A01016,NSE,Unknown,BE
MINDACORP,MINDA CORPORATION LTD,INE842C01021,NSE,Unknown,BE
MINDPOOL,MINDPOOL TECHNOLOGIES LTD,INE00RQ01019,NSE,Unknown,SM
MINDTECK,MINDTECK (INDIA) LIMITED,INE110B01017,NSE,Unknown,BE
